mall,store,citizenship,age,gender,race
Vivocity,G2000,SG Citizen,18,Female,Malay
Vivocity,G2000,SG Citizen,36,Male,Chinese
Raffles City,G2000,SG Citizen,22,Male,Malay
Raffles City,G2000,SG Citizen,38,Male,Chinese
Raffles City,G2000,SG Citizen,27,Female,Malay
Raffles City,G2000,SG Citizen,22,Male,Malay
Jurong Point,G2000,SG Citizen,26,Female,Chinese
Jurong Point,G2000,SG Citizen,25,Male,Chinese
Vivocity,G2000,SG Citizen,27,Female,Malay
Vivocity,G2000,SG Citizen,27,Male,Chinese
Vivocity,G2000,SG PR,39,Male,Chinese
Vivocity,G2000,SG Citizen,41,Female,Chinese
Vivocity,G2000,SG Citizen,27,Female,Others
Jurong Point,G2000,SG Citizen,19,Female,Chinese
Jurong Point,G2000,SG Citizen,38,Male,Chinese
Jurong Point,G2000,SG Citizen,35,Male,Chinese
Jurong Point,G2000,SG Citizen,27,Male,Chinese
Jurong Point,G2000,SG Citizen,18,Male,Chinese
Jurong Point,G2000,SG Citizen,34,Male,Chinese
Jurong Point,G2000,SG Citizen,24,Male,Chinese
Jurong Point,G2000,SG Citizen,26,Female,Chinese
Raffles City,G2000,SG Citizen,23,Male,Chinese
Raffles City,G2000,SG Citizen,32,Male,Indian
Raffles City,G2000,SG Citizen,39,Female,Chinese
Raffles City,G2000,SG Citizen,49,Female,Eurasian
Raffles City,G2000,SG Citizen,28,Male,Chinese
Raffles City,G2000,SG PR,26,Male,Chinese
313Somerset,G2000,SG Citizen,24,Male,Chinese
313Somerset,G2000,SG Citizen,34,Female,Malay
313Somerset,G2000,SG Citizen,27,Female,Chinese
313Somerset,G2000,SG Citizen,29,Female,Chinese
313Somerset,G2000,SG Citizen,37,Male,Chinese
313Somerset,G2000,SG Citizen,27,Male,Eurasian
313Somerset,G2000,SG PR,29,Female,Indian
313Somerset,G2000,SG Citizen,25,Male,Chinese
313Somerset,G2000,Student Pass,24,Female,Chinese
313Somerset,G2000,SG Citizen,41,Male,Chinese
Raffles City,G2000,SG Citizen,47,Male,Chinese
Raffles City,G2000,SG Citizen,26,Male,Malay
Raffles City,G2000,SG Citizen,40,Male,Chinese
Vivocity,G2000,SG Citizen,28,Female,Malay
Vivocity,G2000,SG Citizen,31,Female,Chinese
Jurong Point,G2000,SG Citizen,29,Female,Chinese
Jurong Point,G2000,SG Citizen,36,Male,Chinese
Jurong Point,G2000,SG Citizen,34,Male,Chinese
Jurong Point,G2000,SG Citizen,19,Male,Chinese
Jurong Point,G2000,SG Citizen,24,Male,Malay
Jurong Point,G2000,SG Citizen,26,Male,Chinese
Jurong Point,G2000,SG Citizen,26,Male,Malay
Jurong Point,G2000,SG Citizen,39,Female,Chinese
Jurong Point,G2000,SG Citizen,24,Female,Chinese
Jurong Point,G2000,SG Citizen,26,Male,Chinese
Vivocity,G2000,SG Citizen,31,Male,Chinese
Vivocity,G2000,SG Citizen,31,Male,Chinese
Vivocity,G2000,SG Citizen,40,Male,Chinese
Vivocity,G2000,Student Pass,28,Female,Others
Vivocity,G2000,SG Citizen,19,Male,Indian
Vivocity,G2000,SG Citizen,32,Male,Malay
Vivocity,G2000,SG Citizen,41,Male,Malay
Vivocity,G2000,SG Citizen,20,Male,Chinese
313Somerset,G2000,SG Citizen,36,Male,Chinese
313Somerset,G2000,SG Citizen,25,Male,Indian
313Somerset,G2000,SG Citizen,42,Female,Chinese
313Somerset,G2000,SG Citizen,39,Male,Chinese
313Somerset,G2000,SG Citizen,45,Male,Chinese
313Somerset,G2000,SG Citizen,29,Male,Indian
313Somerset,G2000,SG Citizen,23,Female,Chinese
313Somerset,G2000,SG Citizen,22,Male,Chinese
Jurong Point,G2000,SG PR,47,Female,Chinese
Jurong Point,G2000,SG PR,26,Male,Chinese
Jurong Point,G2000,SG PR,22,Male,Chinese
Jurong Point,G2000,SG Citizen,24,Male,Indian
Jurong Point,G2000,SG Citizen,31,Male,Chinese
Jurong Point,G2000,SG Citizen,21,Male,Chinese
Jurong Point,G2000,SG Citizen,36,Male,Chinese
Jurong Point,G2000,SG PR,37,Female,Chinese
Vivocity,G2000,SG Citizen,22,Male,Chinese
Vivocity,G2000,SG Citizen,17,Male,Malay
Vivocity,G2000,SG Citizen,24,Male,Chinese
Vivocity,G2000,SG Citizen,30,Male,Malay
Vivocity,G2000,SG Citizen,42,Male,Chinese
Vivocity,G2000,SG PR,31,Male,Chinese
Vivocity,G2000,SG Citizen,23,Male,Malay
Vivocity,G2000,Student Pass,19,Male,Malay
Raffles City,G2000,SG Citizen,32,Male,Chinese
Raffles City,G2000,SG Citizen,25,Male,Chinese
Raffles City,G2000,SG Citizen,29,Male,Chinese
Raffles City,G2000,SG Citizen,26,Female,Chinese
Raffles City,G2000,SG Citizen,26,Male,Chinese
Raffles City,G2000,SG Citizen,24,Male,Chinese
Raffles City,G2000,SG Citizen,23,Male,Chinese
Raffles City,G2000,SG Citizen,47,Female,Chinese
Vivocity,G2000,SG Citizen,26,Male,Malay
Vivocity,G2000,SG Citizen,42,Male,Chinese
Vivocity,G2000,SG PR,29,Male,Chinese
Vivocity,G2000,SG Citizen,34,Male,Chinese
Vivocity,G2000,SG Citizen,21,Male,Indian
Vivocity,G2000,SG Citizen,30,Male,Chinese
Vivocity,G2000,SG Citizen,30,Female,Malay
Vivocity,G2000,SG Citizen,21,Male,Chinese
313Somerset,G2000,SG Citizen,21,Male,Chinese
313Somerset,G2000,SG Citizen,35,Male,Chinese
313Somerset,G2000,SG Citizen,27,Male,Malay
313Somerset,G2000,SG Citizen,24,Female,Indian
313Somerset,G2000,SG Citizen,22,Male,Chinese
313Somerset,G2000,SG Citizen,17,Male,Chinese
313Somerset,G2000,SG Citizen,27,Male,Chinese
313Somerset,G2000,SG Citizen,40,Male,Chinese
Raffles City,G2000,SG Citizen,21,Male,Chinese
Raffles City,G2000,SG Citizen,52,Male,Chinese
Raffles City,G2000,SG Citizen,21,Male,Chinese
Raffles City,G2000,SG Citizen,26,Male,Chinese
Raffles City,G2000,SG Citizen,18,Female,Chinese
Raffles City,G2000,SG Citizen,36,Male,Chinese
Raffles City,G2000,SG Citizen,32,Female,Chinese
Raffles City,G2000,SG Citizen,29,Female,Chinese
Raffles City,G2000,SG Citizen,21,Male,Chinese
Jurong Point,G2000,SG PR,25,Female,Chinese
Jurong Point,G2000,SG Citizen,25,Male,Chinese
Jurong Point,G2000,SG Citizen,25,Male,Chinese
Jurong Point,G2000,Student Pass,24,Female,Chinese
Jurong Point,G2000,SG Citizen,27,Male,Chinese
Jurong Point,G2000,SG PR,40,Male,Chinese
Jurong Point,G2000,SG Citizen,24,Male,Malay
Jurong Point,G2000,SG Citizen,38,Female,Chinese
Vivocity,G2000,SG Citizen,28,Female,Chinese
Vivocity,G2000,SG Citizen,22,Male,Chinese
Vivocity,G2000,SG Citizen,29,Male,Chinese
Vivocity,G2000,SG Citizen,21,Male,Malay
Vivocity,G2000,SG Citizen,31,Male,Chinese
Vivocity,G2000,SG Citizen,29,Female,Chinese
Vivocity,G2000,SG Citizen,29,Female,Others
Vivocity,G2000,SG Citizen,26,Male,Others
Raffles City,G2000,SG Citizen,33,Male,Chinese
Raffles City,G2000,SG Citizen,24,Male,Chinese
Raffles City,G2000,SG Citizen,32,Male,Chinese
Raffles City,G2000,SG Citizen,57,Female,Chinese
Raffles City,G2000,SG Citizen,47,Male,Chinese
Raffles City,G2000,SG Citizen,22,Male,Chinese
Raffles City,G2000,SG Citizen,19,Male,Chinese
Raffles City,G2000,SG Citizen,27,Female,Malay
313Somerset,G2000,SG PR,45,Female,Chinese
313Somerset,G2000,SG Citizen,22,Male,Malay
313Somerset,G2000,SG Citizen,18,Male,Chinese
313Somerset,G2000,SG Citizen,18,Male,Malay
Jurong Point,G2000,SG PR,47,Female,Malay
Jurong Point,G2000,SG Citizen,25,Male,Chinese
Jurong Point,G2000,SG PR,27,Female,Chinese
Jurong Point,G2000,SG Citizen,22,Male,Malay
Jurong Point,G2000,SG Citizen,27,Male,Chinese
Jurong Point,G2000,SG Citizen,19,Male,Malay
Jurong Point,G2000,SG Citizen,19,Male,Malay
Jurong Point,G2000,SG Citizen,23,Male,Malay
313Somerset,GNC,SG Citizen,35,Female,Indian
313Somerset,GNC,SG Citizen,20,Male,Chinese
313Somerset,GNC,SG Citizen,25,Female,Malay
313Somerset,GNC,SG Citizen,32,Male,Chinese
313Somerset,GNC,SG Citizen,20,Male,Chinese
313Somerset,GNC,SG PR,33,Female,Chinese
313Somerset,GNC,SG Citizen,45,Male,Indian
313Somerset,GNC,SG Citizen,26,Male,Chinese
313Somerset,GNC,SG Citizen,24,Female,Chinese
Centrepoint,GNC,SG Citizen,39,Male,Eurasian
Centrepoint,GNC,SG Citizen,22,Male,Chinese
Centrepoint,GNC,SG Citizen,32,Male,Chinese
Centrepoint,GNC,SG Citizen,33,Male,Chinese
Centrepoint,GNC,SG Citizen,21,Female,Chinese
Centrepoint,GNC,SG Citizen,37,Female,Chinese
Vivocity,GNC,SG Citizen,23,Male,Chinese
Vivocity,GNC,SG Citizen,37,Male,Chinese
Vivocity,GNC,SG Citizen,29,Male,Chinese
Hougang Mall,GNC,SG Citizen,38,Male,Chinese
Hougang Mall,GNC,SG Citizen,25,Male,Malay
Hougang Mall,GNC,SG PR,28,Male,Chinese
Hougang Mall,GNC,SG Citizen,20,Male,Eurasian
Hougang Mall,GNC,SG Citizen,39,Female,Chinese
Hougang Mall,GNC,SG Citizen,35,Female,Chinese
Hougang Mall,GNC,SG Citizen,29,Male,Malay
Hougang Mall,GNC,SG Citizen,39,Female,Chinese
Vivocity,GNC,SG Citizen,29,Male,Chinese
Vivocity,GNC,SG Citizen,31,Female,Malay
Vivocity,GNC,SG Citizen,25,Female,Eurasian
Jurong Point,GNC,SG Citizen,31,Male,Indian
Jurong Point,GNC,SG Citizen,27,Male,Malay
Jurong Point,GNC,SG Citizen,20,Male,Chinese
Jurong Point,GNC,SG Citizen,30,Male,Chinese
Jurong Point,GNC,SG Citizen,26,Male,Indian
Centrepoint,GNC,SG Citizen,40,Female,Chinese
Centrepoint,GNC,SG Citizen,40,Female,Indian
Vivocity,GNC,SG Citizen,36,Male,Indian
Vivocity,GNC,SG Citizen,31,Male,Chinese
Jurong Point,GNC,SG Citizen,35,Female,Chinese
Raffles City,GNC,SG Citizen,31,Female,Chinese
Raffles City,GNC,SG Citizen,23,Female,Chinese
Raffles City,GNC,SG Citizen,23,Male,Chinese
Raffles City,GNC,SG Citizen,28,Male,Malay
Jurong Point,GNC,SG Citizen,21,Male,Chinese
Raffles City,GNC,SG Citizen,33,Male,Malay
Raffles City,GNC,SG Citizen,36,Male,Chinese
Raffles City,GNC,SG Citizen,27,Male,Chinese
Jurong Point,GNC,SG Citizen,40,Male,Chinese
Jurong Point,GNC,SG Citizen,27,Female,Indian
313Somerset,GNC,SG Citizen,35,Male,Chinese
313Somerset,GNC,SG Citizen,30,Female,Indian
313Somerset,GNC,SG Citizen,29,Male,Chinese
313Somerset,GNC,SG Citizen,42,Female,Chinese
313Somerset,GNC,SG Citizen,27,Male,Chinese
313Somerset,GNC,SG Citizen,27,Male,Indian
Hougang Mall,GNC,SG Citizen,17,Female,Chinese
Hougang Mall,GNC,SG Citizen,39,Male,Chinese
Hougang Mall,GNC,SG Citizen,31,Female,Chinese
Hougang Mall,GNC,SG Citizen,31,Male,Malay
Hougang Mall,GNC,SG Citizen,36,Male,Indian
Hougang Mall,GNC,SG Citizen,39,Male,Chinese
Hougang Mall,GNC,SG Citizen,27,Male,Chinese
Hougang Mall,GNC,SG Citizen,24,Female,Chinese
Hougang Mall,GNC,SG Citizen,28,Male,Chinese
Centrepoint,GNC,Student Pass,19,Male,Chinese
Centrepoint,GNC,Student Pass,24,Male,Indian
Centrepoint,GNC,SG Citizen,46,Male,Chinese
Centrepoint,GNC,SG Citizen,30,Female,Chinese
Centrepoint,GNC,SG Citizen,26,Female,Malay
Centrepoint,GNC,SG PR,35,Male,Chinese
Centrepoint,GNC,SG Citizen,20,Male,Chinese
Vivocity,GNC,SG Citizen,25,Female,Chinese
Centrepoint,GNC,SG Citizen,26,Male,Chinese
313Somerset,GNC,SG Citizen,26,Male,Chinese
313Somerset,GNC,SG Citizen,40,Male,Chinese
313Somerset,GNC,SG Citizen,25,Male,Chinese
Raffles City,GNC,SG Citizen,31,Female,Malay
Raffles City,GNC,SG Citizen,25,Female,Malay
Raffles City,GNC,SG PR,31,Male,Others
Raffles City,GNC,SG Citizen,29,Female,Chinese
Vivocity,GNC,SG Citizen,42,Male,Chinese
Vivocity,GNC,SG Citizen,34,Female,Malay
Vivocity,GNC,SG Citizen,37,Male,Indian
Vivocity,GNC,SG PR,36,Male,Chinese
Raffles City,GNC,SG Citizen,21,Male,Malay
Raffles City,GNC,SG Citizen,36,Male,Chinese
Raffles City,GNC,SG Citizen,29,Male,Eurasian
Raffles City,GNC,SG Citizen,45,Male,Indian
Raffles City,GNC,SG Citizen,23,Male,Chinese
Jurong Point,GNC,SG Citizen,26,Male,Chinese
Jurong Point,GNC,SG Citizen,49,Female,Chinese
Jurong Point,GNC,SG Citizen,22,Male,Chinese
Vivocity,GNC,SG Citizen,25,Male,Malay
Vivocity,GNC,SG Citizen,23,Female,Chinese
Vivocity,GNC,SG PR,26,Male,Others
Centrepoint,GNC,SG Citizen,27,Female,Chinese
Centrepoint,GNC,SG PR,33,Male,Chinese
Vivocity,GNC,SG Citizen,33,Male,Indian
Vivocity,GNC,SG PR,29,Male,Others
Jurong Point,GNC,SG Citizen,21,Male,Indian
Jurong Point,GNC,SG Citizen,31,Male,Chinese
Jurong Point,GNC,SG Citizen,22,Female,Chinese
Jurong Point,GNC,SG Citizen,29,Male,Chinese
Jurong Point,GNC,SG Citizen,25,Female,Chinese
Jurong Point,GNC,SG Citizen,24,Male,Malay
Raffles City,GNC,SG Citizen,27,Male,Malay
Raffles City,GNC,SG Citizen,29,Male,Chinese
Raffles City,GNC,SG Citizen,36,Male,Chinese
Raffles City,GNC,SG Citizen,23,Male,Eurasian
Raffles City,GNC,SG Citizen,26,Male,Indian
Raffles City,GNC,SG Citizen,37,Female,Chinese
Hougang Mall,GNC,SG Citizen,25,Female,Chinese
Hougang Mall,GNC,SG Citizen,38,Male,Chinese
Hougang Mall,GNC,SG Citizen,29,Female,Indian
Hougang Mall,GNC,SG Citizen,35,Male,Indian
Hougang Mall,GNC,SG Citizen,31,Female,Chinese
Hougang Mall,GNC,SG Citizen,21,Male,Malay
Hougang Mall,GNC,SG Citizen,32,Male,Chinese
Hougang Mall,GNC,SG Citizen,30,Female,Chinese
Hougang Mall,GNC,SG Citizen,25,Male,Chinese
313Somerset,GNC,SG Citizen,33,Male,Chinese
313Somerset,GNC,SG Citizen,32,Female,Malay
313Somerset,GNC,SG Citizen,24,Male,Chinese
313Somerset,GNC,SG Citizen,30,Male,Indian
313Somerset,GNC,SG Citizen,28,Female,Eurasian
313Somerset,GNC,SG Citizen,28,Female,Chinese
313Somerset,GNC,SG Citizen,25,Male,Chinese
313Somerset,GNC,SG Citizen,29,Male,Chinese
313Somerset,GNC,SG Citizen,48,Male,Chinese
Raffles City,GNC,SG Citizen,40,Male,Chinese
Raffles City,GNC,SG Citizen,31,Male,Indian
Raffles City,GNC,Student Pass,23,Male,Others
Raffles City,GNC,SG Citizen,19,Male,Malay
Vivocity,GNC,SG Citizen,33,Male,Eurasian
Vivocity,GNC,SG Citizen,25,Female,Chinese
Centrepoint,GNC,SG Citizen,34,Female,Chinese
Centrepoint,GNC,SG Citizen,38,Male,Chinese
313Somerset,GNC,SG Citizen,25,Male,Malay
Centrepoint,GNC,SG Citizen,32,Female,Chinese
Centrepoint,GNC,SG Citizen,28,Male,Chinese
Centrepoint,GNC,SG Citizen,43,Male,Chinese
Centrepoint,GNC,SG Citizen,29,Male,Indian
Centrepoint,GNC,SG Citizen,26,Male,Indian
Centrepoint,GNC,SG Citizen,23,Female,Chinese
Jurong Point,GNC,SG Citizen,26,Male,Indian
Jurong Point,GNC,SG Citizen,22,Female,Chinese
Jurong Point,GNC,SG Citizen,25,Male,Chinese
Jurong Point,GNC,SG Citizen,29,Male,Chinese
Jurong Point,GNC,SG Citizen,25,Male,Chinese
Jurong Point,GNC,SG Citizen,21,Male,Malay
Jurong Point,GNC,SG Citizen,30,Female,Chinese
Jurong Point,GNC,SG Citizen,28,Male,Chinese
Jurong Point,GNC,SG Citizen,24,Male,Indian
Vivocity,GNC,SG Citizen,40,Female,Others
Vivocity,GNC,SG Citizen,26,Female,Chinese
Vivocity,GNC,SG Citizen,34,Male,Chinese
Vivocity,GNC,SG Citizen,18,Male,Eurasian
Vivocity,GNC,SG Citizen,30,Male,Chinese
Vivocity,GNC,SG PR,36,Female,Indian
313Somerset,GNC,SG Citizen,21,Male,Chinese
313Somerset,GNC,SG Citizen,26,Male,Chinese
313Somerset,GNC,SG Citizen,29,Male,Indian
313Somerset,GNC,SG Citizen,23,Male,Indian
313Somerset,GNC,SG Citizen,19,Male,Chinese
313Somerset,GNC,SG Citizen,34,Male,Malay
313Somerset,GNC,SG Citizen,26,Female,Chinese
313Somerset,GNC,SG Citizen,19,Female,Chinese
313Somerset,GNC,SG Citizen,38,Male,Chinese
Jurong Point,GNC,SG Citizen,36,Female,Chinese
Jurong Point,GNC,SG Citizen,22,Male,Chinese
Jurong Point,GNC,Student Pass,20,Female,Others
Jurong Point,GNC,SG Citizen,41,Male,Chinese
Jurong Point,GNC,SG Citizen,29,Male,Chinese
Jurong Point,GNC,SG PR,27,Female,Chinese
Jurong Point,GNC,SG Citizen,47,Female,Chinese
Jurong Point,GNC,SG Citizen,38,Female,Chinese
Hougang Mall,GNC,SG Citizen,29,Female,Chinese
Hougang Mall,GNC,SG Citizen,35,Male,Malay
Hougang Mall,GNC,SG Citizen,26,Male,Chinese
Hougang Mall,GNC,SG Citizen,20,Male,Indian
Hougang Mall,GNC,SG Citizen,26,Male,Chinese
Hougang Mall,GNC,Student Pass,22,Male,Others
Hougang Mall,GNC,Student Pass,24,Male,Chinese
Hougang Mall,GNC,SG Citizen,46,Female,Chinese
Vivocity,GNC,SG Citizen,43,Male,Chinese
Vivocity,GNC,SG Citizen,38,Male,Indian
Vivocity,GNC,SG Citizen,25,Female,Chinese
Vivocity,GNC,SG Citizen,33,Male,Chinese
Vivocity,GNC,SG Citizen,26,Female,Chinese
Vivocity,GNC,SG Citizen,29,Male,Chinese
Vivocity,GNC,Student Pass,23,Male,Chinese
Vivocity,GNC,SG Citizen,23,Male,Malay
Vivocity,GNC,SG Citizen,39,Male,Indian
Raffles City,GNC,SG Citizen,20,Female,Chinese
Raffles City,GNC,SG Citizen,30,Male,Chinese
Raffles City,GNC,SG Citizen,26,Male,Malay
Raffles City,GNC,SG Citizen,32,Female,Chinese
Raffles City,GNC,SG Citizen,38,Male,Chinese
Raffles City,GNC,SG Citizen,30,Male,Malay
Raffles City,GNC,SG Citizen,42,Male,Chinese
Raffles City,GNC,SG Citizen,21,Female,Chinese
Raffles City,GNC,SG Citizen,47,Male,Chinese
Centrepoint,GNC,SG Citizen,38,Male,Indian
Centrepoint,GNC,SG Citizen,22,Female,Chinese
Centrepoint,GNC,SG Citizen,30,Male,Chinese
Centrepoint,GNC,SG Citizen,35,Male,Chinese
Centrepoint,GNC,SG Citizen,29,Female,Chinese
Centrepoint,GNC,SG Citizen,26,Male,Malay
Centrepoint,GNC,SG Citizen,24,Male,Chinese
Centrepoint,GNC,SG Citizen,25,Male,Chinese
Centrepoint,GNC,Student Pass,21,Male,Chinese
Vivocity,GNC,SG Citizen,23,Female,Chinese
Vivocity,GNC,SG Citizen,25,Male,Malay
Vivocity,GNC,SG Citizen,31,Male,Indian
Vivocity,GNC,SG Citizen,22,Male,Chinese
Vivocity,GNC,SG Citizen,37,Male,Chinese
Vivocity,GNC,SG Citizen,43,Male,Chinese
Vivocity,GNC,SG Citizen,17,Male,Indian
Vivocity,GNC,SG Citizen,33,Male,Chinese
Vivocity,GNC,SG Citizen,24,Female,Chinese
Vivocity,GNC,SG Citizen,37,Male,Chinese
Vivocity,GNC,SG PR,27,Male,Indian
313Somerset,GNC,SG Citizen,48,Male,Chinese
313Somerset,GNC,SG Citizen,24,Male,Chinese
313Somerset,GNC,SG PR,28,Female,Eurasian
313Somerset,GNC,SG Citizen,19,Male,Chinese
313Somerset,GNC,SG Citizen,24,Female,Malay
313Somerset,GNC,SG Citizen,35,Female,Indian
313Somerset,GNC,SG Citizen,20,Male,Chinese
313Somerset,GNC,SG Citizen,22,Female,Chinese
313Somerset,GNC,SG Citizen,32,Male,Chinese
313Somerset,GNC,Student Pass,20,Male,Others
Hougang Mall,GNC,SG Citizen,27,Female,Chinese
Hougang Mall,GNC,SG PR,36,Male,Indian
Hougang Mall,GNC,SG Citizen,35,Female,Chinese
Hougang Mall,GNC,SG Citizen,28,Male,Chinese
Hougang Mall,GNC,SG PR,33,Female,Chinese
Hougang Mall,GNC,SG Citizen,46,Male,Chinese
Hougang Mall,GNC,SG Citizen,36,Male,Malay
Hougang Mall,GNC,SG Citizen,21,Male,Chinese
Hougang Mall,GNC,SG Citizen,58,Male,Chinese
Raffles City,GNC,SG Citizen,21,Male,Malay
Raffles City,GNC,SG Citizen,34,Male,Chinese
Raffles City,GNC,SG Citizen,42,Male,Chinese
Raffles City,GNC,SG Citizen,35,Male,Chinese
Raffles City,GNC,SG Citizen,27,Male,Chinese
Raffles City,GNC,SG Citizen,23,Male,Chinese
Raffles City,GNC,SG Citizen,36,Male,Chinese
Raffles City,GNC,SG Citizen,29,Female,Chinese
Raffles City,GNC,SG Citizen,21,Female,Chinese
Raffles City,GNC,SG Citizen,17,Male,Malay
Hougang Mall,GNC,SG Citizen,29,Female,Chinese
Jurong Point,GNC,SG Citizen,47,Female,Chinese
Jurong Point,GNC,SG Citizen,25,Male,Chinese
Jurong Point,GNC,SG Citizen,38,Male,Chinese
Jurong Point,GNC,SG Citizen,29,Male,Chinese
Jurong Point,GNC,SG Citizen,36,Male,Chinese
Jurong Point,GNC,SG Citizen,22,Male,Chinese
Jurong Point,GNC,SG Citizen,52,Male,Chinese
Jurong Point,GNC,SG Citizen,20,Male,Chinese
Jurong Point,GNC,SG Citizen,46,Male,Malay
Centrepoint,GNC,SG Citizen,38,Female,Chinese
Centrepoint,GNC,SG Citizen,21,Female,Chinese
Centrepoint,GNC,SG Citizen,41,Male,Chinese
Centrepoint,GNC,Student Pass,24,Female,Chinese
Centrepoint,GNC,SG Citizen,18,Female,Chinese
Centrepoint,GNC,SG Citizen,31,Male,Chinese
Centrepoint,GNC,SG Citizen,27,Female,Chinese
Centrepoint,GNC,Student Pass,23,Male,Others
Vivocity,GNC,SG Citizen,32,Male,Malay
Vivocity,GNC,SG Citizen,39,Female,Chinese
Vivocity,GNC,SG Citizen,22,Male,Chinese
Vivocity,GNC,SG Citizen,18,Male,Chinese
Vivocity,GNC,SG Citizen,21,Female,Chinese
Vivocity,GNC,SG Citizen,27,Female,Indian
Vivocity,GNC,SG Citizen,22,Female,Chinese
Vivocity,GNC,SG PR,28,Female,Others
Vivocity,GNC,SG Citizen,29,Male,Chinese
Centrepoint,GNC,SG Citizen,23,Male,Malay
Centrepoint,GNC,SG Citizen,27,Male,Chinese
Centrepoint,GNC,SG Citizen,40,Male,Chinese
Centrepoint,GNC,SG Citizen,24,Male,Malay
Raffles City,GNC,SG Citizen,26,Male,Indian
Raffles City,GNC,SG Citizen,28,Male,Chinese
Raffles City,GNC,SG Citizen,23,Male,Chinese
Raffles City,GNC,SG Citizen,32,Female,Malay
Raffles City,GNC,SG Citizen,21,Female,Chinese
Raffles City,GNC,SG Citizen,18,Male,Chinese
Raffles City,GNC,SG Citizen,24,Male,Chinese
Raffles City,GNC,SG Citizen,22,Male,Chinese
313Somerset,GNC,Student Pass,24,Male,Chinese
313Somerset,GNC,SG Citizen,26,Male,Chinese
313Somerset,GNC,SG Citizen,56,Male,Chinese
313Somerset,GNC,SG Citizen,36,Male,Chinese
Hougang Mall,GNC,SG Citizen,36,Female,Chinese
Hougang Mall,GNC,SG Citizen,18,Male,Chinese
Hougang Mall,GNC,SG Citizen,24,Male,Malay
Jurong Point,GNC,SG Citizen,26,Male,Malay
Jurong Point,GNC,SG PR,42,Male,Eurasian
Jurong Point,GNC,SG Citizen,40,Female,Chinese
Jurong Point,GNC,SG Citizen,42,Male,Malay
Jurong Point,GNC,SG Citizen,38,Female,Chinese
Jurong Point,GNC,SG Citizen,34,Female,Chinese
Hougang Mall,GNC,SG Citizen,50,Female,Chinese
Hougang Mall,GNC,SG Citizen,28,Male,Malay
Hougang Mall,GNC,SG Citizen,33,Male,Chinese
Centrepoint,GNC,SG Citizen,46,Female,Chinese
Centrepoint,GNC,SG Citizen,27,Male,Chinese
Centrepoint,GNC,SG Citizen,45,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,58,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,26,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,37,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,47,Female,Chinese
Centrepoint,Harvey Norman,SG Citizen,25,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,58,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,32,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,41,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,41,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,23,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,30,Female,Indian
Hougang Mall,Harvey Norman,SG Citizen,31,Female,Malay
Hougang Mall,Harvey Norman,SG Citizen,49,Male,Indian
Hougang Mall,Harvey Norman,SG Citizen,39,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,42,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,23,Male,Malay
Hougang Mall,Harvey Norman,SG Citizen,44,Male,Indian
Jurong Point,Harvey Norman,SG Citizen,27,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,30,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,31,Male,Malay
Jurong Point,Harvey Norman,SG Citizen,31,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,42,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,49,Male,Chinese
Centrepoint,Harvey Norman,SG Citizen,30,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,36,Female,Malay
Jurong Point,Harvey Norman,SG PR,28,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,38,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,42,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,48,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,25,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,36,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,51,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,28,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,27,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,25,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,42,Male,Chinese
Raffles City,Harvey Norman,SG Citizen,30,Female,Chinese
Raffles City,Harvey Norman,SG Citizen,37,Male,Chinese
Jurong Point,Harvey Norman,SG Citizen,56,Female,Chinese
Jurong Point,Harvey Norman,SG Citizen,47,Male,Malay
Hougang Mall,Harvey Norman,SG Citizen,25,Male,Indian
Hougang Mall,Harvey Norman,SG PR,36,Male,Indian
Hougang Mall,Harvey Norman,SG Citizen,18,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,19,Male,Chinese
Hougang Mall,Harvey Norman,SG Citizen,35,Female,Chinese
Hougang Mall,Harvey Norman,SG Citizen,18,Male,Chinese
